amenities,bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,square_meters,price_per_m2,cluster,pca1,pca2,anomaly
Unknown,1.0,1.0,Thumbnail,Unknown,700,400,Denver,CO,39.736,-104.9819,37.1612,18.83685133956923,0.0,-1.657663407404712,-0.004972421481483196,1.0
"Dishwasher,Internet Access,Parking,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",695,400,Cameron,TX,30.8542,-96.9773,37.1612,18.70230240142945,0.0,-1.0901510085166934,-0.5739336278187731,1.0
Pool,1.0,1.0,Thumbnail,Unknown,691,400,Jacksonville,FL,30.2989,-81.6324,37.1612,18.594663250917623,0.0,-1.6408067930512626,-0.9704624127826985,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,690,400,Miami,FL,25.7603,-80.3005,37.1612,18.567753463289666,0.0,-1.6329092254513957,-1.1348003925286836,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,660,400,Bloomington,IN,39.1471,-86.5136,37.1612,17.760459834450987,0.0,-1.656311544479818,-0.6593860432869095,1.0
Unknown,1.0,0.0,Thumbnail,"Cats,Dogs",615,400,Omaha,NE,41.2562,-96.0404,37.1612,16.549519391192963,0.0,-2.212201163658567,-0.3450382179813778,1.0
Pool,1.0,1.0,Thumbnail,Unknown,600,400,North Fort Myers,FL,26.6942,-81.8779,37.1612,16.145872576773623,0.0,-1.6347225712721605,-1.2726586089561873,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,600,400,Denver,CO,39.736,-104.9819,37.1612,16.145872576773623,0.0,-1.657840709935747,-0.23794734293870767,1.0
"Dishwasher,Parking,Refrigerator",1.0,2.0,Thumbnail,Unknown,599,400,Lafayette,IN,40.3613,-86.9005,37.1612,16.118962789145666,0.0,-1.1065883585724394,-0.8381385673551816,1.0
"AC,Parking,Refrigerator,Wood Floors",1.0,0.0,Thumbnail,Cats,500,400,Greensboro,NC,36.0646,-79.8238,37.1612,13.45489381397802,0.0,-2.203049702805235,-1.2321125781060716,1.0
"AC,Cable or Satellite,Clubhouse,Dishwasher,Patio/Deck,Playground,Tennis,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",499,400,Shreveport,LA,32.3841,-93.6685,37.1612,13.427984026350064,0.0,-1.6450248683253688,-1.006025173989514,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,475,400,Denver,CO,39.736,-104.9819,37.1612,12.782149123279119,0.0,-1.6580623380995407,-0.5291659947602381,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,435,400,Youngstown,OH,41.0767,-80.674,37.1612,11.705757618160877,0.0,-1.6599296160223738,-1.3038443175155188,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",425,400,Minot,ND,48.2469,-101.3017,37.1612,11.436659741881316,0.0,-1.120884411446854,-0.6051433626619059,1.0
"Cable or Satellite,Dishwasher,Parking,Refrigerator",1.0,2.0,Thumbnail,Unknown,300,400,Port Arthur,TX,29.9142,-93.9383,37.1612,8.072936288386812,0.0,-1.0891552210537294,-1.6093246778853634,1.0
"Dishwasher,Parking,Pool",1.0,1.0,Thumbnail,Unknown,975,401,Austin,TX,30.3054,-97.7497,37.254103,26.171613902500887,0.0,-1.6385819525549266,0.16304054978980045,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",2460,402,Cambridge,MA,42.3635,-71.0825,37.347006,65.86873389529538,1.0,-1.0993354148592642,3.0637908135517513,-1.0
"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator,Storage,TV",1.0,2.0,Thumbnail,Cats,1050,403,Wauwatosa,WI,43.0735,-88.0172,37.439909,28.044939959656418,0.0,-1.1040607833253542,0.30535735685282045,1.0
"Cable or Satellite,Clubhouse,Dishwasher,Gated,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",2.0,2.0,Thumbnail,"Cats,Dogs",1198,404,Auburn,AL,32.5975,-85.4777,37.532812,31.918738196328057,0.0,-0.1939861188211237,0.2651730213420886,1.0
"Parking,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",635,404,Tucson,AZ,32.2264,-110.9438,37.532812,16.918529845299094,0.0,-1.6379128909238936,-0.19442794354264448,1.0
Refrigerator,1.0,0.0,Thumbnail,Cats,1975,405,Somerville,MA,42.3895,-71.1039,37.625715,52.490696854531535,1.0,-2.1959655685257444,2.07618987802149,1.0
"Gym,Pool,Tennis",1.0,2.0,Yes,"Cats,Dogs",1725,405,Seal Beach,CA,33.7606,-118.0806,37.625715,45.84630484762881,1.0,-1.0797962387554283,2.4909841574343763,1.0
"Cable or Satellite,Dishwasher,Internet Access,Refrigerator",1.0,0.0,Thumbnail,Unknown,1495,405,Washington,DC,38.9118,-77.0132,37.625715,39.7334642012783,0.0,-2.193256666419528,1.048336256059018,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",1085,405,Milwaukee,WI,43.0531,-87.9659,37.625715,28.83666130995783,0.0,-1.6514585422870949,0.4560932864536773,1.0
"Gym,Pool,Wood Floors",1.0,0.0,Thumbnail,Unknown,1085,405,Denver,CO,39.7333,-104.914,37.625715,28.83666130995783,0.0,-2.198015495617469,0.9476579320333737,1.0
"Dishwasher,Parking,Patio/Deck,Pool,Refrigerator",1.0,3.0,Thumbnail,"Cats,Dogs",780,405,Pittsburgh,PA,40.4448,-79.9725,37.625715,20.730503061536506,0.0,-0.5449001577795904,-0.7164447446707626,1.0
"Gym,Patio/Deck,Pool",1.0,1.0,Thumbnail,Unknown,1670,406,Los Angeles,CA,34.1176,-118.3327,37.718618,44.27521708244984,1.0,-1.6300042666375816,2.455015596786229,1.0
Unknown,1.0,0.0,Thumbnail,Unknown,1650,406,Los Angeles,CA,34.0372,-118.2972,37.718618,43.744974961701935,1.0,-2.1819616524015037,2.4865777984447086,1.0
"Dishwasher,Internet Access,Parking,Refrigerator",1.0,2.0,Thumbnail,Unknown,1025,406,Champaign,IL,40.1145,-88.2723,37.718618,27.174908688329992,0.0,-1.0927156989805797,0.16196998742487187,1.0
"Parking,Patio/Deck,Pool,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",950,407,Phoenix,AZ,33.5178,-112.0848,37.811521,25.124617441334877,0.0,-2.184224856043682,0.6716631697842279,1.0
"Dishwasher,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",2495,408,San Francisco,CA,37.7599,-122.4379,37.904424,65.82345110955914,1.0,-2.1750665927400727,4.636650806503195,-1.0
Unknown,1.0,0.0,Thumbnail,Unknown,1225,408,New Brunswick,NJ,40.4841,-74.4526,37.904424,32.31812729828054,0.0,-2.190841506486877,0.3764763614488996,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",1350,409,Seatac,WA,47.4826,-122.3023,37.997327,35.52881496111556,1.0,-1.096536021182982,2.098265779413686,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",950,409,Gresham,OR,45.4913,-122.4185,37.997327,25.001758676340575,1.0,-1.6492189263969146,1.2116315913805438,1.0
"Parking,Pool",1.0,2.0,Thumbnail,"Cats,Dogs",1450,410,Fort Belvoir,VA,38.7128,-77.1561,38.09023,38.06750444930367,0.0,-1.0768105352227673,0.7515453138118363,1.0
"Parking,Refrigerator",1.0,0.0,Thumbnail,Cats,950,410,Pittsburgh,PA,40.4448,-79.9725,38.09023,24.94077877712999,0.0,-2.189472473679597,-0.10111304569912663,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,925,410,Austin,TX,30.3054,-97.7497,38.09023,24.284442493521304,0.0,-1.0686710414585383,-0.06927405590858286,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",925,410,Austin,TX,30.3054,-97.7497,38.09023,24.284442493521304,0.0,-1.6206163371505797,0.011608340157557035,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,859,410,Austin,TX,30.3054,-97.7497,38.09023,22.55171470479438,0.0,-1.0694243190895552,-0.2203347258183782,1.0
"Parking,Playground",1.0,1.0,Yes,Cats,695,410,Stratford,NJ,39.8296,-75.0152,38.09023,18.246148684321412,0.0,-1.6392629602332407,-0.9286402445914406,1.0
Unknown,1.0,2.0,Thumbnail,Cats,595,410,Ames,IA,42.0259,-93.6516,38.09023,15.620803549886677,0.0,-1.0926728234617096,-0.6287661305585599,1.0
Unknown,1.0,2.0,Thumbnail,Cats,595,410,Ames,IA,42.0259,-93.6516,38.09023,15.620803549886677,0.0,-1.0926728234617096,-0.6287661305585599,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,560,410,Amarillo,TX,35.1872,-101.8587,38.09023,14.70193275283452,0.0,-1.6333370590255165,-0.5705195623098858,1.0
Parking,1.0,1.0,Thumbnail,Unknown,420,410,Niles,OH,41.2358,-80.7613,38.09023,11.02644956462589,0.0,-1.6449650492269674,-1.3503865197027611,1.0
"Pool,Wood Floors",1.0,2.0,Thumbnail,Unknown,965,411,Austin,TX,30.3054,-97.7497,38.183133,25.27293923209497,0.0,-1.0661871173516926,0.018304368663769038,1.0
"Cable or Satellite,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator,Storage,Tennis",1.0,2.0,Thumbnail,"Cats,Dogs",1115,412,Portland,OR,45.5209,-122.6979,38.276036,29.13049825744756,1.0,-1.0890989899153976,1.5043973949348959,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",1039,413,Chicago,IL,41.8625,-87.6825,38.368939,27.0791954919577,0.0,-1.6328611709236243,0.27493370135151934,1.0
"Cable or Satellite,Dishwasher,Elevator,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,View",1.0,2.0,Thumbnail,"Cats,Dogs",1540,414,Washington,DC,38.9118,-77.0132,38.461842,40.03968400681382,0.0,-1.0658997084682504,0.933814142696599,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",1300,414,Portland,OR,45.5091,-122.6449,38.461842,33.79973325250517,1.0,-1.633910946514691,1.99486023216899,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,895,414,Austin,TX,30.3054,-97.7497,38.461842,23.269816354609333,0.0,-1.0611909143101603,-0.15261264600536173,1.0
"Dishwasher,Parking,Storage",1.0,1.0,Thumbnail,"Cats,Dogs",750,414,Kansas City,MO,39.0744,-94.5521,38.461842,19.499846107214523,0.0,-1.630468148179719,-0.25869247216882063,1.0
Wood Floors,1.0,2.0,Thumbnail,"Cats,Dogs",715,414,Norfolk,VA,36.9141,-76.2882,38.461842,18.589853288877844,0.0,-1.074909415698193,-1.0167934347700955,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",1450,415,San Pedro,CA,33.7489,-118.2867,38.554745,37.60885981738435,1.0,-1.0567503874374964,1.8025582993942,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",1300,415,Philadelphia,PA,40.0054,-75.1415,38.554745,33.71828811213769,0.0,-1.0690705112120735,0.3573878497594577,1.0
"Dishwasher,Parking,Storage",1.0,1.0,Thumbnail,"Cats,Dogs",1130,415,Chicago,IL,41.8625,-87.6825,38.554745,29.30897351285815,0.0,-1.627238957926873,0.4730209456491502,1.0
Dishwasher,1.0,1.0,Thumbnail,"Cats,Dogs",1015,415,Chicago,IL,41.8625,-87.6825,38.554745,26.326201872169044,0.0,-1.6290857672745385,0.2120787561037094,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,999,415,Austin,TX,30.3054,-97.7497,38.554745,25.911207556942735,0.0,-1.0575751684770847,0.07974385847078018,1.0
"Dishwasher,Parking,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",699,415,Birmingham,AL,33.5137,-86.7893,38.554745,18.13006414644942,0.0,-2.171608709826094,-0.67611014311296,1.0
"Parking,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",699,415,Birmingham,AL,33.5137,-86.7893,38.554745,18.13006414644942,0.0,-2.171608709826094,-0.67611014311296,1.0
"Basketball,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Hot Tub,Parking,Patio/Deck,Pool,Refrigerator,Tennis",1.0,1.0,Thumbnail,"Cats,Dogs",650,415,Fayetteville,AR,36.0785,-94.1531,38.554745,16.859144056068846,0.0,-1.6250580494838904,-0.581420474601931,1.0
"Gym,Patio/Deck,Storage,Wood Floors",1.0,2.0,Thumbnail,Unknown,1399,416,Austin,TX,30.3054,-97.7497,38.647648,36.1988393187601,0.0,-1.0487483017974848,0.981799040914345,1.0
Refrigerator,1.0,2.0,Thumbnail,"Cats,Dogs",4000,417,San Francisco,CA,37.7599,-122.4379,38.740550999999996,103.25098370438769,1.0,-1.0132924416594025,7.788357034160934,-1.0
"Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator,Storage,View",1.0,3.0,Thumbnail,"Cats,Dogs",2013,418,Providence,RI,41.824,-71.4315,38.833454,51.83674879911531,1.0,-0.49987800567038165,1.8101988936123297,1.0
"Patio/Deck,Pool",1.0,2.0,Thumbnail,"Cats,Dogs",1294,418,Nashville,TN,36.137,-86.783,38.833454,33.32178487136375,0.0,-1.0558077462981026,0.5675292296447053,1.0
"Cable or Satellite,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",1175,418,Portland,OR,45.5091,-122.6449,38.833454,30.25741671085966,1.0,-1.0750760859179398,1.6111062267089176,1.0
"Parking,Storage",1.0,2.0,Thumbnail,Unknown,875,418,Kansas City,MO,39.0744,-94.5521,38.833454,22.532118827235916,0.0,-1.0689448570440037,-0.0695465132519814,1.0
"Dishwasher,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",2895,419,San Francisco,CA,37.7599,-122.4379,38.926357,74.37120303859926,1.0,-2.1294643171518124,5.4288738888229755,-1.0
"Dishwasher,Elevator,Parking,Refrigerator",1.0,1.0,Thumbnail,Unknown,1890,419,Detroit,MI,42.3882,-83.1122,38.926357,48.55322063659848,1.0,-1.6044844444092252,2.0470642981264504,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",2100,420,Los Angeles,CA,34.0372,-118.2972,39.01926,53.81957525591208,1.0,-1.5836232195708582,3.325339167420702,1.0
"AC,Elevator,Gated,Gym,Patio/Deck,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",1640,420,Los Angeles,CA,34.0628,-118.2754,39.01926,42.03052543795038,1.0,-1.5931406126134904,2.2904809021746755,1.0
"Dishwasher,Elevator,Hot Tub,Parking,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1255,420,Los Angeles,CA,34.0372,-118.2972,39.01926,32.16360330769984,1.0,-1.601025579668563,1.4242607871241768,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",1250,420,Chicago,IL,41.8625,-87.6825,39.01926,32.03546146185243,0.0,-1.6140327103239276,0.7205890611262558,1.0
Unknown,1.0,1.0,Thumbnail,Cats,1050,420,Chicago,IL,41.8625,-87.6825,39.01926,26.90978762795604,0.0,-1.6181516121222008,0.27062968117441527,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,999,420,Saint Petersburg,FL,27.7873,-82.6772,39.01926,25.60274080031246,0.0,-1.5946853126458729,-0.3723625920443347,1.0
"Cable or Satellite,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,0.0,Thumbnail,Unknown,995,420,Madison,WI,43.0724,-89.4003,39.01926,25.500227323634533,0.0,-2.1733650434112066,0.31119847887675073,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,920,420,Austin,TX,30.3054,-97.7497,39.01926,23.578099635923387,0.0,-1.0490613521061234,-0.11787381314262728,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,920,420,Austin,TX,30.3054,-97.7497,39.01926,23.578099635923387,0.0,-1.6010066477981648,-0.036991417076487385,1.0
"Dishwasher,Gated,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",850,420,Dallas,TX,32.8212,-96.7853,39.01926,21.78411379405965,0.0,-1.6067899388413904,-0.15494861764548842,1.0
"Parking,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",725,420,Lafayette,LA,30.2091,-92.0348,39.01926,18.580567647874407,0.0,-1.604731319017166,-0.6470461722839632,1.0
"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,1.0,Thumbnail,Unknown,699,420,West Lafayette,IN,40.4969,-86.9659,39.01926,17.91423004946788,0.0,-1.6229966180386897,-0.5771209665415306,1.0
"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Pool,Refrigerator",1.0,2.0,Thumbnail,Unknown,600,420,Bloomington,IN,39.1471,-86.5136,39.01926,15.377021501689164,0.0,-1.0707396576737187,-0.9305742376080827,1.0
"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Pool,Refrigerator",1.0,3.0,Thumbnail,Unknown,569,420,Bloomington,IN,39.1471,-86.5136,39.01926,14.582542057435225,0.0,-0.5194327917604096,-1.0812003375667578,1.0
Pool,1.0,1.0,Thumbnail,"Cats,Dogs",560,420,Tucson,AZ,32.2264,-110.9438,39.01926,14.351886734909888,0.0,-1.6120387659214104,-0.4054159157486113,1.0
Unknown,1.0,1.0,Thumbnail,Cats,1295,422,Seattle,WA,47.616,-122.3275,39.205066,33.031445476969736,1.0,-1.6192820888121078,1.9902298376984668,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,870,422,Austin,TX,30.3054,-97.7497,39.205066,22.19100970267465,0.0,-1.0462949659196845,-0.23721182784502604,1.0
"Dishwasher,Parking,Storage",1.0,2.0,Thumbnail,"Cats,Dogs",805,422,Kansas City,MO,39.064,-94.5815,39.205066,20.533060701900105,0.0,-1.0628689576364325,-0.23975042547736142,1.0
"Cable or Satellite,Elevator,Parking,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",685,422,Philadelphia,PA,40.0054,-75.1415,39.205066,17.472231777393258,0.0,-1.066764160519946,-1.0573660734493666,1.0
"Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Pool,Refrigerator",1.0,3.0,Thumbnail,"Cats,Dogs",1219,423,Norfolk,VA,36.8961,-76.255,39.297969,31.019414769246726,0.0,-0.495299449048878,0.0032135094185019846,1.0
Dishwasher,1.0,2.0,Thumbnail,"Cats,Dogs",885,423,Anchorage,AK,61.1723,-149.8414,39.297969,22.52024780211924,1.0,-1.0987123765325808,2.165408463330352,1.0
"Cable or Satellite,Garbage Disposal,Parking,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",1570,425,Washington,DC,38.9118,-77.0132,39.483775,39.763168542015045,0.0,-2.141476067873362,1.0964464556773466,1.0
Patio/Deck,1.0,2.0,Thumbnail,"Cats,Dogs",1405,425,Kirkland,WA,47.7046,-122.1989,39.483775,35.58423681626187,1.0,-1.0579443833805886,2.138423250153972,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,1399,425,Austin,TX,30.3054,-97.7497,39.483775,35.432275662598116,0.0,-1.5793362678159313,1.0137055129794352,1.0
Unknown,1.0,0.0,Thumbnail,"Cats,Dogs",1350,425,Los Angeles,CA,34.0372,-118.2972,39.483775,34.191259574344144,1.0,-2.139425787466437,1.6928399068977267,1.0
Dishwasher,1.0,2.0,Thumbnail,Unknown,1170,425,Anchorage,AK,61.1723,-149.8414,39.483775,29.632424964431593,1.0,-1.087780186372477,2.7943717993307993,1.0
Pool,1.0,0.0,Thumbnail,Unknown,995,425,Austin,TX,30.3054,-97.7497,39.483775,25.200224649238834,0.0,-2.141390893236281,0.19327013452743871,1.0
Alarm,1.0,1.0,Thumbnail,Dogs,925,425,Austin,TX,30.3054,-97.7497,39.483775,23.42734452316173,0.0,-1.5911972140813224,-0.043781182866101206,1.0
Unknown,1.0,0.0,Thumbnail,Unknown,905,425,Austin,TX,30.3054,-97.7497,39.483775,22.920807344282554,0.0,-2.143642971641102,-0.0075184786077899576,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,800,425,Austin,TX,30.3054,-97.7497,39.483775,20.2614871551669,0.0,-1.594325100754685,-0.3226542566650296,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,799,425,Austin,TX,30.3054,-97.7497,39.483775,20.23616029622294,0.0,-1.5943501238480717,-0.324885241255421,1.0
Washer Dryer,1.0,1.0,No,"Cats,Dogs",795,425,Commerce,TX,33.2572,-95.9291,39.483775,20.134852860447108,0.0,-1.5995293414781075,-0.3077758197678945,1.0
"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",2135,426,Washington,DC,38.9118,-77.0132,39.576678,53.945912287029245,1.0,-1.5724063486404263,2.2680231630759895,1.0
"Parking,Refrigerator",1.0,1.0,Thumbnail,Cats,2060,426,Boston,MA,42.328,-71.071,39.576678,52.050856820271775,1.0,-1.5801433946906533,2.0178673339411946,1.0
"Cable or Satellite,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1295,426,Portland,OR,45.5091,-122.6449,39.576678,32.72129105934561,1.0,-1.6065918511603188,1.922788910996911,1.0
"Fireplace,Pool",1.0,2.0,Thumbnail,"Cats,Dogs",1045,426,Colorado Springs,CO,38.8562,-104.772,39.576678,26.40443950348738,0.0,-1.0491952278106456,0.5775296526601438,1.0
Unknown,1.0,0.0,Thumbnail,Unknown,899,426,Tucson,AZ,32.2264,-110.9438,39.576678,22.71539819486618,0.0,-2.1455041564144297,0.4171357132283389,1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",814,426,Chicago,IL,41.8625,-87.6825,39.576678,20.567668665874383,0.0,-1.6119642048362817,-0.27941995207656645,1.0
"AC,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Elevator,Gated,Gym,Parking,Patio/Deck,Pool,Refrigerator,Storage,Tennis",1.0,2.0,Yes,"Cats,Dogs",1745,428,Torrance,CA,33.8412,-118.3572,39.762484,43.885588234376904,1.0,-1.0173964230894645,2.389076844140499,1.0
"Refrigerator,Storage,Wood Floors",1.0,1.0,Yes,"Cats,Dogs",1395,428,Jersey City,NJ,40.722,-74.0644,39.762484,35.08332125326979,0.0,-1.5899813074080285,0.5711709361801109,1.0
"Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,View",1.0,2.0,Thumbnail,"Cats,Dogs",1249,428,Chicago,IL,41.8625,-87.6825,39.762484,31.411518455436536,0.0,-1.0443439264076644,0.5991060795065755,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,1195,428,Portland,OR,45.5091,-122.6449,39.762484,30.053454406922867,1.0,-1.0529197612431545,1.6101205674757466,1.0
"Dishwasher,Parking,Refrigerator",1.0,3.0,Thumbnail,Cats,785,428,Cincinnati,OH,39.1679,-84.4933,39.762484,19.742227371911675,0.0,-0.5004771709513793,-0.6788168868010743,1.0
Parking,1.0,1.0,Thumbnail,Unknown,699,428,West Lafayette,IN,40.4969,-86.9659,39.762484,17.579384627982495,0.0,-1.6091023730716676,-0.5990329614954337,1.0
"Dishwasher,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",2695,429,San Francisco,CA,37.7599,-122.4379,39.855387,67.61946634717158,1.0,-2.0984795546054653,4.87618385993666,-1.0
Unknown,1.0,1.0,Thumbnail,"Cats,Dogs",1325,430,Chicago,IL,41.9643,-87.6502,39.94829,33.16787777399233,0.0,-1.589844623391529,0.8405741860354232,1.0
Parking,1.0,2.0,Thumbnail,Unknown,1125,430,Madison,WI,43.0724,-89.4003,39.94829,28.161405657163296,0.0,-1.0457286738828886,0.3987970419017665,1.0
Unknown,1.0,0.0,Thumbnail,"Cats,Dogs",895,430,Pittsburgh,PA,40.4448,-79.9725,39.94829,22.40396272280991,0.0,-2.1516079485575466,-0.29773487963312195,1.0
"Basketball,Gym,Patio/Deck,Pool,Storage",1.0,1.0,Yes,"Cats,Dogs",895,430,New London,CT,41.3498,-72.1062,39.94829,22.40396272280991,0.0,-1.601060967883469,-0.5864191598486732,1.0
"Basketball,Gym,Patio/Deck,Pool,Storage",1.0,1.0,Yes,Unknown,845,430,New London,CT,41.3498,-72.1062,39.94829,21.152344693602654,0.0,-1.602528402255852,-0.6970496486781905,1.0
"Dishwasher,Parking,Pool",1.0,2.0,Thumbnail,Unknown,800,430,Austin,TX,30.3054,-97.7497,39.94829,20.025888467316122,0.0,-1.0333093092080234,-0.41887386789525355,1.0
"Basketball,Gym,Patio/Deck,Pool,Storage",1.0,2.0,Thumbnail,Unknown,775,430,New London,CT,41.3498,-72.1062,39.94829,19.400079452712493,0.0,-1.0526375146851463,-0.9328147291056545,1.0
"Basketball,Gym,Patio/Deck,Pool,Storage",1.0,2.0,Yes,"Cats,Dogs",775,430,New London,CT,41.3498,-72.1062,39.94829,19.400079452712493,0.0,-1.0526375146851463,-0.9328147291056545,1.0
"Basketball,Gym,Patio/Deck,Pool,Storage",1.0,2.0,Thumbnail,Unknown,765,430,New London,CT,41.3498,-72.1062,39.94829,19.14975584687104,0.0,-1.0529310015596227,-0.954940826871558,1.0
"Basketball,Gym,Patio/Deck,Pool,Storage",1.0,2.0,Yes,Unknown,765,430,New London,CT,41.3498,-72.1062,39.94829,19.14975584687104,0.0,-1.0529310015596227,-0.954940826871558,1.0
"Cable or Satellite,Internet Access,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",650,430,Kansas City,MO,39.0744,-94.5521,39.94829,16.27103437969435,0.0,-2.156738985947878,-0.4463818993354918,1.0
AC,1.0,1.0,Thumbnail,"Cats,Dogs",645,430,Akron,OH,41.0902,-81.5376,39.94829,16.145872576773623,0.0,-1.608153043374572,-0.8681120582900654,1.0
"Dishwasher,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",1549,431,Arlington,VA,38.8738,-77.1055,40.041193,38.68516105401755,0.0,-1.023293288953791,0.8546884243814673,1.0
"Dishwasher,Fireplace,Garbage Disposal,Hot Tub,Parking,Patio/Deck,Refrigerator,Storage",1.0,2.0,Thumbnail,"Cats,Dogs",1530,431,Woodinville,WA,47.7637,-122.118,40.041193,38.21064971765452,1.0,-1.0402618338568315,2.3820824228934865,1.0
Unknown,1.0,0.0,Thumbnail,Unknown,1500,431,San Francisco,CA,37.7599,-122.4379,40.041193,37.461421291818155,1.0,-2.127717858455013,2.2166128470624624,1.0
"Dishwasher,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",3095,432,San Francisco,CA,37.7599,-122.4379,40.134096,77.11647473011476,1.0,-1.5238507020256584,5.647771859293875,1.0
"Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator",1.0,1.0,Thumbnail,Unknown,2509,432,San Francisco,CA,37.7599,-122.4379,40.134096,62.515423294946025,1.0,-1.5420465228707536,4.355419796301896,1.0
"Dishwasher,Parking,Pool",1.0,2.0,Thumbnail,Unknown,890,432,Austin,TX,30.3054,-97.7497,40.134096,22.175658323037847,0.0,-1.0269089598791423,-0.22642937191090923,1.0
"Cable or Satellite,Dishwasher,Internet Access,Refrigerator",1.0,2.0,Thumbnail,Unknown,1895,433,Washington,DC,38.9118,-77.0132,40.226999,47.107665177807576,1.0,-1.0074526044214527,1.6034054357782517,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",899,433,Memphis,TN,35.1211,-89.9517,40.226999,22.348174667466495,0.0,-1.032928998955834,-0.31001219410107617,1.0
